kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
HRI	Other	1	94	2	15	166	5426	0.3477313509356575	-1.5239549507426964	0.21646035096758054	0.4036050311225867	0.6646216417259997	0.39404342872066056	4.358232931726907	2.1237433053264225	0.0764960070826942	1.000000000015329	1.1163612334373616	6.657331098046247e-12	downregulated set	0.22945079248064876	-2.1237433053264225	0.0764960070826942	1.000000000015329	1.1163612334373616	6.657331098046247e-12
ATR	PIKK	6	94	0	15	273	5426	1.2686462473696516	0.34328984040553245	0.33880877913818547	0.5119598576060637	0.4700453448529244	0.2907640903984616	0.6625152625152625	-0.5939744042465049	0.46154404424864104	1.000000000015329	0.3357868487844762	6.657331098046247e-12	upregulated set	1.2686462473696516	0.34328984040553245	0.33880877913818547	0.5119598576060637	0.4700453448529244	0.2907640903984616
CDK16	CMGC	4	94	3	15	470	5426	0.49126301493888636	-1.0254324659607712	0.08397324319376821	0.22985990962952635	1.0758590732765125	0.6385367683781048	2.3089361702127658	1.207228290829504	0.13587163327626806	1.000000000015329	0.8668712040291362	6.657331098046247e-12	downregulated set	0.43309988942130484	-1.207228290829504	0.13587163327626806	1.000000000015329	0.8668712040291362	6.657331098046247e-12
KHS2	STE	0	94	0	15	84	5426	0.3435916919959473	-1.5412329421745317	0.23367890127606802	0.41229851241902354	0.6313804980186841	0.3847882321386729	2.153174603174603	1.1064653138945872	0.9999999999871121	1.000000000015329	5.597149481404657e-12	6.657331098046247e-12	downregulated set	0.4644305197198673	-1.1064653138945872	0.9999999999871121	1.000000000015329	5.597149481404657e-12	6.657331098046247e-12
CK1G1	CK1	5	94	0	15	243	5426	1.1877243673933982	0.24820007188581023	0.4159553390252497	0.5401721425628399	0.3809532969120187	0.26746781674834064	0.7443072702331962	-0.4260297669324333	0.5034666694662142	1.000000000015329	0.29802927535075596	6.657331098046247e-12	upregulated set	1.1877243673933982	0.24820007188581023	0.4159553390252497	0.5401721425628399	0.3809532969120187	0.26746781674834064
SMG1	PIKK	9	94	0	15	396	5426	1.3118955512572532	0.3916528619669313	0.25065305985485425	0.4315220291819366	0.6009269893554658	0.36499702866731065	0.4567340067340067	-1.1305738834062622	0.3214234807094948	1.000000000015329	0.4929224002233309	6.657331098046247e-12	upregulated set	1.3118955512572532	0.3916528619669313	0.25065305985485425	0.4315220291819366	0.6009269893554658	0.36499702866731065
CK1E	CK1	5	94	0	15	279	5426	1.034469610310379	0.04889126366240348	0.5355731908344937	0.5947830238357652	0.27118117057721935	0.22564143550930393	0.6482676224611709	-0.62533857515584	0.4535605822519651	1.000000000015329	0.34336469585747487	6.657331098046247e-12	upregulated set	1.034469610310379	0.04889126366240348	0.5355731908344937	0.5947830238357652	0.27118117057721935	0.22564143550930393
MNK1	CAMK	4	94	0	15	71	5426	3.2520227749475574	1.7013373610995466	0.038294375475309214	0.13650818551786698	1.416865008783721	0.8648413059957085	2.5474178403755867	1.3490356171686655	0.9999999999977092	1.000000000015329	9.948966472441658e-13	6.657331098046247e-12	upregulated set	3.2520227749475574	1.7013373610995466	0.038294375475309214	0.13650818551786698	1.416865008783721	0.8648413059957085
CK1D	CK1	6	94	3	15	426	5426	0.8130056937368894	-0.2986626389004534	0.3886284296791647	0.5347284412413053	0.4104654322458544	0.2718667159451717	2.547417840375587	1.3490356171686657	0.10902220150968711	1.000000000015329	0.9624850524142154	6.657331098046247e-12	downregulated set	0.3925543678584592	-1.3490356171686657	0.10902220150968711	1.000000000015329	0.9624850524142154	6.657331098046247e-12
CK1G2	CK1	4	94	1	15	428	5426	0.539471067806721	-0.890382505796918	0.13022436680470154	0.30587583830871756	0.8853077455780654	0.5144548273750092	0.8451713395638629	-0.2426842497277994	0.6662393803519437	1.000000000015329	0.17636970042887262	6.657331098046247e-12	downregulated set	1.1831920383339476	0.2426842497277994	0.6662393803519437	1.000000000015329	0.17636970042887262	6.657331098046247e-12
CK1A	CK1	3	94	1	15	411	5426	0.4213387171921106	-1.246947602356298	0.06978269806268282	0.21250684831829758	1.156252243098248	0.6726270696657973	0.8801297648012977	-0.18421184700833526	0.6840831973284629	1.000000000015329	0.16489107672520695	6.657331098046247e-12	downregulated set	1.136196092886104	0.18421184700833526	0.6840831973284629	1.000000000015329	0.16489107672520695	6.657331098046247e-12
CK1G3	CK1	5	94	2	15	394	5426	0.732530510854304	-0.44903924396478506	0.31652581606723246	0.5021325773213164	0.49959086283995646	0.299181601585379	1.8362098138747887	0.8767309172169715	0.29907831306810234	1.000000000015329	0.5242150776284097	6.657331098046247e-12	downregulated set	0.5446000737191301	-0.8767309172169715	0.29907831306810234	1.000000000015329	0.5242150776284097	6.657331098046247e-12
MNK2	CAMK	4	94	0	15	105	5426	2.198986828774063	1.1368389629381062	0.11431649371223913	0.2839171934000693	0.9418911045877926	0.5468083067602358	1.7225396825396824	0.7845372190072247	0.9999999999852349	1.000000000015329	6.412391921640078e-12	6.657331098046247e-12	upregulated set	2.198986828774063	1.1368389629381062	0.11431649371223913	0.2839171934000693	0.9418911045877926	0.5468083067602358
DSTYK	TKL	0	94	2	15	302	5426	0.09556855009158799	-3.38732025872085	0.004819166379660098	0.029204148260740193	2.3170280796085376	1.5345554554422516	2.3955849889624723	1.2603779973482685	0.20301290334538463	1.000000000015329	0.6924763577833063	6.657331098046247e-12	downregulated set	0.41743457427202363	-1.2603779973482685	0.20301290334538463	1.000000000015329	0.6924763577833063	6.657331098046247e-12
ERK1	CMGC	17	94	3	15	547	5426	1.793963203547396	0.8431502990620118	0.013330888441756547	0.0721296285330756	1.8751409059128719	1.1418863044167673	1.983912248628885	0.9883482146019473	0.18804719142115817	1.000000000015329	0.7257331485984113	6.657331098046247e-12	downregulated set	0.5040545521562845	-0.9883482146019473	0.18804719142115817	1.000000000015329	0.7257331485984113	6.657331098046247e-12
ERK2	CMGC	10	94	3	15	518	5426	1.1143514335003697	0.15620428780503723	0.4111484443719553	0.5401721425628399	0.38600134860548635	0.26746781674834064	2.0949806949806953	1.0669369497079502	0.16770655779473562	1.000000000015329	0.7754499549348579	6.657331098046247e-12	downregulated set	0.47733136748986355	-1.0669369497079502	0.16770655779473562	1.000000000015329	0.7754499549348579	6.657331098046247e-12
ERK5	CMGC	6	94	2	15	506	5426	0.6844672441342191	-0.5469465933689254	0.2181520983128255	0.4036050311225867	0.6612406053620166	0.39404342872066056	1.429776021080369	0.5157891619790376	0.4152001742426982	1.000000000015329	0.3817424729037545	6.657331098046247e-12	downregulated set	0.6994102469590858	-0.5157891619790376	0.4152001742426982	1.000000000015329	0.3817424729037545	6.657331098046247e-12
PBK	Other	5	94	1	15	228	5426	1.2658641284061218	0.3401225613268496	0.36456296057300375	0.5187450136030148	0.4382274575567849	0.28504606488245976	1.5865497076023392	0.6658927225086059	0.4757767104910031	1.000000000015329	0.3225968207115197	6.657331098046247e-12	downregulated set	0.6302985624769628	-0.6658927225086059	0.4757767104910031	1.000000000015329	0.3225968207115197	6.657331098046247e-12
ERK7	CMGC	9	94	1	15	344	5426	1.5102053438891638	0.5947447273444433	0.1451835356144435	0.32419258848121413	0.838082631550671	0.48919691798381476	1.0515503875968992	0.07251798197124965	0.6261546671210431	1.000000000015329	0.2033183780027994	6.657331098046247e-12	upregulated set	1.5102053438891638	0.5947447273444433	0.1451835356144435	0.32419258848121413	0.838082631550671	0.48919691798381476
ANKRD3	TKL	2	94	0	15	127	5426	0.9090299882727425	-0.1376002061679371	0.6225718889171183	0.6438200762521736	0.20581049297537557	0.19123548482717997	1.4241469816272967	0.5100980499011819	0.9999999999758536	1.000000000015329	1.0486627251533655e-11	6.657331098046247e-12	downregulated set	0.7021747143383708	-0.5100980499011819	0.9999999999758536	1.000000000015329	1.0486627251533655e-11	6.657331098046247e-12
MST2	STE	1	94	1	15	160	5426	0.36077127659574465	-1.4708436142831338	0.23404404005304308	0.41229851241902354	0.630702413733429	0.3847882321386729	2.2608333333333333	1.1768546417859853	0.36309899953491986	1.000000000015329	0.439974947719061	6.657331098046247e-12	downregulated set	0.44231478068558794	-1.1768546417859853	0.36309899953491986	1.000000000015329	0.439974947719061	6.657331098046247e-12
MST3	STE	0	94	0	15	54	5426	0.5344759653270291	-0.90380302155924	0.393763253281671	0.5347284412413053	0.40476481547477244	0.2718667159451717	3.3493827160493828	1.743895234509879	0.9999999999796139	1.000000000015329	8.85358690326263e-12	6.657331098046247e-12	downregulated set	0.29856247696277183	-1.743895234509879	0.9999999999796139	1.000000000015329	8.85358690326263e-12	6.657331098046247e-12
MST4	STE	2	94	1	15	103	5426	1.1208428010741582	0.16458395342101037	0.5378565958118801	0.5947830238357652	0.269333501191221	0.22564143550930393	3.5119741100323627	1.8122822094901294	0.25163487061347467	1.000000000015329	0.5992291761613596	6.657331098046247e-12	downregulated set	0.2847401400663472	-1.8122822094901294	0.25163487061347467	1.000000000015329	0.5992291761613596	6.657331098046247e-12
RIPK3	TKL	2	94	0	15	180	5426	0.641371158392435	-0.640768615725446	0.3953107948450573	0.5347284412413053	0.4030613261133139	0.2718667159451717	1.0048148148148148	0.00692964034367289	0.9999999999893848	1.000000000015329	4.61011210300244e-12	6.657331098046247e-12	downregulated set	0.9952082565425728	-0.00692964034367289	0.9999999999893848	1.000000000015329	4.61011210300244e-12	6.657331098046247e-12
RIPK2	TKL	1	94	0	15	134	5426	0.43077167354715784	-1.2150047098535437	0.32484798848390245	0.5047637974903715	0.48831981811839437	0.29691180097860737	1.3497512437810946	0.4326935462155752	0.9999999999888307	1.000000000015329	4.8507600222834345e-12	6.657331098046247e-12	downregulated set	0.7408772576483598	-0.4326935462155752	0.9999999999888307	1.000000000015329	4.8507600222834345e-12	6.657331098046247e-12
MST1	STE	1	94	1	15	146	5426	0.39536578257067906	-1.3387400782757886	0.2798632903250394	0.46338020201358987	0.5530540642163366	0.3340625254444611	2.477625570776256	1.3089581777933306	0.33725718400634586	1.000000000015329	0.4720387905334962	6.657331098046247e-12	downregulated set	0.403612237375599	-1.3089581777933306	0.33725718400634586	1.000000000015329	0.4720387905334962	6.657331098046247e-12
ALK4	TKL	8	94	1	15	503	5426	0.9180660716551754	-0.12333010920129825	0.4901646166470926	0.57719390124672	0.30965804222621846	0.23867826640198256	0.7191517561298874	-0.47563185313217954	0.5888409031474449	1.000000000015329	0.23000202986241333	6.657331098046247e-12	upregulated set	0.9180660716551754	-0.12333010920129825	0.4901646166470926	0.57719390124672	0.30965804222621846	0.23867826640198256
ALK2	TKL	4	94	4	15	779	5426	0.2963974544560675	-1.7543950374574404	0.0016059915305592137	0.012805669309458994	2.7942567493693535	1.8925977174838586	1.8574240479246897	0.8933032186116784	0.1587048466357753	1.000000000015329	0.7994098102644791	6.657331098046247e-12	downregulated set	0.5383800221157391	-0.8933032186116784	0.1587048466357753	1.000000000015329	0.7994098102644791	6.657331098046247e-12
GAK	Other	5	94	2	15	331	5426	0.8719547470592017	-0.1976748313156265	0.4865652267538706	0.57719390124672	0.31285893192089803	0.23867826640198256	2.1856998992950656	1.12809532986613	0.23294899103333508	1.000000000015329	0.6327391662614952	6.657331098046247e-12	downregulated set	0.457519351271655	-1.12809532986613	0.23294899103333508	1.000000000015329	0.6327391662614952	6.657331098046247e-12
KIS	Other	6	94	2	15	706	5426	0.4905671749743837	-1.0274773919457956	0.03233787261843872	0.12096759757267818	1.4902885540172028	0.9173309443935477	1.0247403210576016	0.03525836340216742	0.5995413719354086	1.000000000015329	0.2221808426180043	6.657331098046247e-12	downregulated set	0.9758569848875782	-0.03525836340216742	0.5995413719354086	1.000000000015329	0.2221808426180043	6.657331098046247e-12
SIK	CAMK	6	94	1	15	256	5426	1.3528922872340425	0.4360469813253849	0.2873521868157305	0.47063628435225047	0.5415854934375712	0.3273145933382801	1.4130208333333334	0.49878273667334766	0.5165208454388815	1.000000000015329	0.2869121467941231	6.657331098046247e-12	downregulated set	0.7077036490969406	-0.49878273667334766	0.5165208454388815	1.000000000015329	0.2869121467941231	6.657331098046247e-12
FAM20C	FAM20	10	94	5	15	733	5426	0.7874952831557864	-0.34465681264222087	0.26273349466259155	0.447237353273962	0.5804845575151792	0.3494619313217683	2.4674852205547975	1.303041443426898	0.04225231008199653	1.000000000015329	1.3741495416625118	6.657331098046247e-12	downregulated set	0.4052709178031699	-1.303041443426898	0.04225231008199653	1.000000000015329	1.3741495416625118	6.657331098046247e-12
SGK3	AGC	7	94	0	15	58	5426	6.96661775495231	2.8004584075342605	0.00010324530615885874	0.0016464909350596946	3.986129683551893	2.783440656002417	3.1183908045977007	1.6408017415457754	0.999999999981939	1.000000000015329	7.843791396641942e-12	6.657331098046247e-12	upregulated set	6.96661775495231	2.8004584075342605	0.00010324530615885874	0.0016464909350596946	3.986129683551893	2.783440656002417
SGK1	AGC	7	94	0	15	56	5426	7.215425531914893	2.851084480604229	0.00008435314758693381	0.0014199446510467192	4.073898707335291	2.847728583936292	3.2297619047619044	1.6914278146157433	0.9999999999758097	1.000000000015329	1.0505720935371871e-11	6.657331098046247e-12	upregulated set	7.215425531914893	2.851084480604229	0.00008435314758693381	0.0014199446510467192	4.073898707335291	2.847728583936292
DLK	TKL	7	94	0	15	147	5426	2.7487335359675784	1.4587670578254686	0.015470636326844457	0.07929228431851101	1.8104918228517781	1.1007690704493718	1.2303854875283446	0.2991103918369832	0.9999999999724346	1.000000000015329	1.19714986845708e-11	6.657331098046247e-12	upregulated set	2.7487335359675784	1.4587670578254686	0.015470636326844457	0.07929228431851101	1.8104918228517781	1.1007690704493718
PKN3	AGC	1	94	0	15	54	5426	1.0689519306540582	0.09619697844076011	0.6130083797083075	0.6363583803869468	0.21253358871779415	0.19629823216712528	3.3493827160493828	1.743895234509879	0.9999999999796139	1.000000000015329	8.85358690326263e-12	6.657331098046247e-12	downregulated set	0.29856247696277183	-1.743895234509879	0.9999999999796139	1.000000000015329	8.85358690326263e-12	6.657331098046247e-12
MEK5	STE	1	94	0	15	75	5426	0.769645390070922	-0.37773420989165213	0.6272992527825758	0.6465022911330628	0.20252522977909704	0.18942993168894934	2.4115555555555557	1.2699640461774668	1.000000000015329	1.000000000015329	6.657331098046247e-12	6.657331098046247e-12	downregulated set	0.41467010689273864	-1.2699640461774668	1.000000000015329	1.000000000015329	6.657331098046247e-12	6.657331098046247e-12
TAO1	STE	0	94	0	15	60	5426	0.48102836879432626	-1.05580611500429	0.3548236636873709	0.5119598576060637	0.44998742416684734	0.2907640903984616	3.0144444444444445	1.591892141064829	0.9999999999835641	1.000000000015329	7.138000123859419e-12	6.657331098046247e-12	downregulated set	0.3317360855141909	-1.591892141064829	0.9999999999835641	1.000000000015329	7.138000123859419e-12	6.657331098046247e-12
PRKX	AGC	11	94	0	15	135	5426	4.703388494877856	2.233700502190695	0.00003189544983005682	0.0006040200811567011	4.496271268499134	3.2189486226527535	1.339753086419753	0.4219671396225167	0.9999999999943123	1.000000000015329	2.4701248055832695e-12	6.657331098046247e-12	upregulated set	4.703388494877856	2.233700502190695	0.00003189544983005682	0.0006040200811567011	4.496271268499134	3.2189486226527535
PERK	Other	2	94	1	15	178	5426	0.6485775759024622	-0.6246489503621693	0.40289024643939736	0.5387213970854221	0.39481324630936815	0.2686357746831495	2.0322097378277153	1.0230493057069499	0.3949431924748843	1.000000000015329	0.40346536758599827	6.657331098046247e-12	downregulated set	0.49207519351271656	-1.0230493057069499	0.3949431924748843	1.000000000015329	0.40346536758599827	6.657331098046247e-12
CAMKK1	Other	7	94	0	15	266	5426	1.5190369540873458	0.603156967160643	0.18217713525408766	0.3679978132132571	0.7395061315128815	0.43415476206625764	0.6799498746867167	-0.5564996988278421	0.47102379386155463	1.000000000015329	0.3269571538439882	6.657331098046247e-12	upregulated set	1.5190369540873458	0.603156967160643	0.18217713525408766	0.3679978132132571	0.7395061315128815	0.43415476206625764
CAMKK2	Other	4	94	0	15	280	5426	0.8246200607902736	-0.2781985363407376	0.46442680917003526	0.5697219561883428	0.3330827184370074	0.24433704319436816	0.645952380952381	-0.630500280271619	0.45224260303104874	1.000000000015329	0.34462852781600944	6.657331098046247e-12	upregulated set	0.8246200607902736	-0.2781985363407376	0.46442680917003526	0.5697219561883428	0.3330827184370074	0.24433704319436816
DNAPK	PIKK	10	94	1	15	514	5426	1.1230234290918124	0.1673880262977132	0.4016372282771595	0.5387213970854221	0.39616603867678246	0.2686357746831495	0.7037613488975357	-0.5068418125205305	0.5777540530054264	1.000000000015329	0.23825699921671495	6.657331098046247e-12	upregulated set	1.1230234290918124	0.1673880262977132	0.4016372282771595	0.5387213970854221	0.39616603867678246	0.2686357746831495
PAK1	STE	11	94	0	15	134	5426	4.7384884090187365	2.2444269087837534	0.000029908342632027116	0.0006040200811567011	4.52420765268945	3.2189486226527535	1.3497512437810946	0.4326935462155752	0.9999999999888307	1.000000000015329	4.8507600222834345e-12	6.657331098046247e-12	upregulated set	4.7384884090187365	2.2444269087837534	0.000029908342632027116	0.0006040200811567011	4.52420765268945	3.2189486226527535
TAO3	STE	1	94	0	15	106	5426	0.5445604175030108	-0.8768359739589707	0.4518695542215469	0.5652497573678896	0.34498691929950365	0.24775961540243333	1.7062893081761004	0.7708622821101482	0.9999999999847966	1.000000000015329	6.602750163540549e-12	6.657331098046247e-12	downregulated set	0.586067084408404	-0.7708622821101482	0.9999999999847966	1.000000000015329	6.602750163540549e-12	6.657331098046247e-12
TAO2	STE	2	94	2	15	67	5426	1.7230866941886314	0.7849952901464564	0.3292197272711504	0.5089468232814213	0.4825141491939345	0.29332759204810555	10.798009950248757	3.4326935462155754	0.014961227754694911	1.000000000015329	1.8250327657489374	6.657331098046247e-12	downregulated set	0.09260965720604497	-3.4326935462155754	0.014961227754694911	1.000000000015329	1.8250327657489374	6.657331098046247e-12
PAK6	STE	5	94	0	15	176	5426	1.6398694390715667	0.7135809568542938	0.19463637465649422	0.38545634980991994	0.7107759932744362	0.41402479558973	1.027651515151515	0.039351118036050244	0.9999999999769534	1.000000000015329	1.0008995857338541e-11	6.657331098046247e-12	upregulated set	1.6398694390715667	0.7135809568542938	0.19463637465649422	0.38545634980991994	0.7107759932744362	0.41402479558973
PAK3	STE	10	94	0	15	123	5426	4.692959695554402	2.230498070152351	0.00007605927614725462	0.0013556447454481267	4.118847812066021	2.8678541049419897	1.470460704607046	0.5562682313341075	0.9999999999543769	1.000000000015329	1.9813843590229064e-11	6.657331098046247e-12	upregulated set	4.692959695554402	2.230498070152351	0.00007605927614725462	0.0013556447454481267	4.118847812066021	2.8678541049419897
PAK2	STE	8	94	0	15	136	5426	3.39549436795995	1.7636216393538893	0.0029609683042120098	0.01983471061356099	2.528566241506175	1.702574131456552	1.3299019607843137	0.4113198954230081	0.9999999999776265	1.000000000015329	9.716708202219603e-12	6.657331098046247e-12	upregulated set	3.39549436795995	1.7636216393538893	0.0029609683042120098	0.01983471061356099	2.528566241506175	1.702574131456552
P90RSK	AGC	15	94	0	15	92	5426	9.411424606845513	3.2344131201557347	1.9828304003823468e-10	1.001329352193085e-8	9.70271443119462	7.999423053075959	1.9659420289855072	0.9752207806163347	0.9999999999707176	1.000000000015329	1.2717164898104324e-11	6.657331098046247e-12	upregulated set	9.411424606845513	3.2344131201557347	1.9828304003823468e-10	1.001329352193085e-8	9.70271443119462	7.999423053075959
PAK5	STE	3	94	0	15	138	5426	1.2548566142460684	0.32752252454721587	0.4327789263517637	0.5509748516159008	0.3637338948330163	0.2588682233872233	1.3106280193236715	0.3902582798951785	0.9999999999740942	1.000000000015329	1.1250760336049603e-11	6.657331098046247e-12	downregulated set	0.7629929966826392	-0.3902582798951785	0.9999999999740942	1.000000000015329	1.1250760336049603e-11	6.657331098046247e-12
PAK4	STE	6	94	0	15	171	5426	2.0253826054497948	1.018194466439487	0.08030720956475179	0.22741200465532518	1.0952454642650473	0.6431866134479519	1.057699805068226	0.0809302217874496	0.9999999999725013	1.000000000015329	1.1942520644200075e-11	6.657331098046247e-12	upregulated set	2.0253826054497948	1.018194466439487	0.08030720956475179	0.22741200465532518	1.0952454642650473	0.6431866134479519
HIPK4	CMGC	2	94	1	15	340	5426	0.339549436795995	-1.5583064555334731	0.06278591874133699	0.20025403556447482	1.2021377463686775	0.6984187231552202	1.063921568627451	0.08939180053564588	0.6217226425841434	1.000000000015329	0.20640331572612952	6.657331098046247e-12	downregulated set	0.9399189089568742	-0.08939180053564588	0.6217226425841434	1.000000000015329	0.20640331572612952	6.657331098046247e-12
ASK1	STE	2	94	3	15	245	5426	0.47121146330872776	-1.0855534583983417	0.20034229462908396	0.38664786797842315	0.698227356322981	0.41268438022990983	4.4293877551020415	2.1471072983919335	0.028340825405831816	1.000000000015329	1.5475875053949113	6.657331098046247e-12	downregulated set	0.22576483597493546	-2.1471072983919335	0.028340825405831816	1.000000000015329	1.5475875053949113	6.657331098046247e-12
MOK	CMGC	1	94	0	15	193	5426	0.29908499614155	-1.7413725566638518	0.1508368501625773	0.33118525796565884	0.8214925452885242	0.47992900318745574	0.93713298791019	-0.09367430059473288	0.5813232994830285	1.000000000015329	0.23558227013818284	6.657331098046247e-12	downregulated set	1.0670844084039808	0.09367430059473288	0.5813232994830285	1.000000000015329	0.23558227013818284	6.657331098046247e-12
HIPK1	CMGC	0	94	1	15	315	5426	0.09162445119891928	-3.44812353778305	0.003803804913554899	0.023550887741130167	2.419781764904765	1.6279927176727627	1.1483597883597882	0.19957471828606865	0.5928921750727572	1.000000000015329	0.22702428138913663	6.657331098046247e-12	downregulated set	0.8708072244747512	-0.19957471828606865	0.5928921750727572	1.000000000015329	0.22702428138913663	6.657331098046247e-12
GCK	STE	1	94	0	15	140	5426	0.4123100303951368	-1.2781985363407378	0.3016722840978697	0.4862058621364602	0.5204645884537085	0.31317980921508337	1.291904761904762	0.36949971972838114	0.9999999999899049	1.000000000015329	4.384266610333322e-12	6.657331098046247e-12	downregulated set	0.7740508661997788	-0.36949971972838114	0.9999999999899049	1.000000000015329	4.384266610333322e-12	6.657331098046247e-12
HIPK3	CMGC	3	94	2	15	362	5426	0.47837075349711994	-1.0637989057578208	0.12218511902066338	0.296425602877364	0.9129816837885908	0.5280842881820723	1.998526703499079	0.9989368495901421	0.2653910494858993	1.000000000015329	0.5761137281348542	6.657331098046247e-12	downregulated set	0.5003685956505713	-0.9989368495901421	0.2653910494858993	1.000000000015329	0.5761137281348542	6.657331098046247e-12
HIPK2	CMGC	0	94	1	15	384	5426	0.07516068262411346	-3.733878020116928	0.0010726575569350305	0.01015672624222857	2.9695389032627246	1.9932462530803257	0.9420138888888888	-0.08617976404780871	0.7125079452453759	1.000000000015329	0.14721028843245546	6.657331098046247e-12	downregulated set	1.0615554736454111	0.08617976404780871	0.7125079452453759	1.000000000015329	0.14721028843245546	6.657331098046247e-12
MOS	Other	4	94	1	15	665	5426	0.34720844664853623	-1.5261260497843234	0.007862992945298606	0.045817055046643795	2.104412113983904	1.338972829116398	0.5439598997493734	-0.8784277937152044	0.4358849316119159	1.000000000015329	0.3606281441296175	6.657331098046247e-12	downregulated set	1.8383708072244749	0.8784277937152044	0.4358849316119159	1.000000000015329	0.3606281441296175	6.657331098046247e-12
SSTK	CAMK	9	94	0	15	292	5426	1.779146021568056	0.8311849231665239	0.0692584892028107	0.21250684831829758	1.159526986336066	0.6726270696657973	0.619406392694064	-0.6910418222066697	0.43670315834390233	1.000000000015329	0.35981366714353585	6.657331098046247e-12	upregulated set	1.779146021568056	0.8311849231665239	0.0692584892028107	0.21250684831829758	1.159526986336066	0.6726270696657973
CAMK4	CAMK	4	94	0	15	93	5426	2.4827270647449096	1.3119256694961974	0.082704465905472	0.22985990962952635	1.0824710386247587	0.6385367683781048	1.9448028673835127	0.9596239255653164	0.9999999999766395	1.000000000015329	1.014535176111234e-11	6.657331098046247e-12	upregulated set	2.4827270647449096	1.3119256694961974	0.082704465905472	0.22985990962952635	1.0824710386247587	0.6385367683781048
MEK1	STE	8	94	0	15	260	5426	1.7761047463175124	0.8287166675757742	0.08496471907098004	0.22985990962952635	1.0707613742102282	0.6385367683781048	0.6956410256410257	-0.5235850763551069	0.47929361370960577	1.000000000015329	0.3193983576745083	6.657331098046247e-12	upregulated set	1.7761047463175124	0.8287166675757742	0.08496471907098004	0.22985990962952635	1.0707613742102282	0.6385367683781048
PKN2	AGC	1	94	0	15	24	5426	2.4051418439716308	1.2661219798830723	0.34970910946876027	0.5119598576060637	0.45629305473539816	0.2907640903984616	7.5361111111111105	2.9138202359521914	0.9999999999714309	1.000000000015329	1.2407422915838448e-11	6.657331098046247e-12	downregulated set	0.1326944342056764	-2.9138202359521914	0.9999999999714309	1.000000000015329	1.2407422915838448e-11	6.657331098046247e-12
MEK2	STE	5	94	1	15	208	5426	1.3875818330605565	0.47257285735049903	0.29662062947562173	0.48062059214499137	0.5277986477922332	0.31819762582642713	1.7391025641025641	0.7983430185322555	0.44473571210703994	1.000000000015329	0.351897995470558	6.657331098046247e-12	downregulated set	0.5750092148912642	-0.7983430185322555	0.44473571210703994	1.000000000015329	0.351897995470558	6.657331098046247e-12
PKN1	AGC	0	94	0	15	60	5426	0.48102836879432626	-1.05580611500429	0.3548236636873709	0.5119598576060637	0.44998742416684734	0.2907640903984616	3.0144444444444445	1.591892141064829	0.9999999999835641	1.000000000015329	7.138000123859419e-12	6.657331098046247e-12	downregulated set	0.3317360855141909	-1.591892141064829	0.9999999999835641	1.000000000015329	7.138000123859419e-12	6.657331098046247e-12
NEK11	Other	0	94	0	15	100	5426	0.2886170212765958	-1.7927717091704958	0.17670199374319606	0.36176151421748926	0.7527585502850667	0.441577637177719	1.8086666666666666	0.8549265468986229	0.9999999999790472	1.000000000015329	9.099683272732115e-12	6.657331098046247e-12	downregulated set	0.5528934758569849	-0.8549265468986229	0.9999999999790472	1.000000000015329	9.099683272732115e-12	6.657331098046247e-12
